Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Ghe01G00120	Ghe01G01670	Ghe01G03500	Ghe01G02330	Ghe03G03040	Ghe01G02430	Ghe01G02280	Ghe01G08020	Ghe01G03080	Ghe03G03040	Ghe01G06750	Ghe01G02520	Ghe03G04520	Ghe05G21630		Ghe03G03040	Ghe05G30270	Ghe03G23560	Ghe02G09920	Ghe03G12940	Ghe09G18560	Ghe09G16570	Ghe08G02430	Ghe01G13370	Ghe07G17780							Ghe06G21020		Ghe08G23130	Ghe03G23970	Ghe05G16950	Ghe09G05910	Ghe05G45280	Ghe01G24790	Ghe03G00540			Ghe10G10330	Ghe07G07840	Ghe06G16230		Ghe04G14300				Ghe11G32060	Ghe13G18370		Ghe11G28500	Ghe06G23620	
Ghe01G00130	Ghe01G01770	Ghe01G03940	Ghe01G02430	Ghe03G04130	Ghe01G02520	Ghe01G02290	Ghe01G08280	Ghe01G03710	Ghe03G04130	Ghe01G07370	Ghe01G02740	Ghe04G20760	Ghe05G25810		Ghe03G04130	Ghe06G01150	Ghe03G31110	Ghe02G19150	Ghe03G12950	Ghe10G16120	Ghe10G07790	Ghe08G06950	Ghe01G18840	Ghe07G23170							Ghe06G23620		Ghe09G31020	Ghe03G25720	Ghe05G20750	Ghe10G07170	Ghe06G09020	Ghe01G26920	Ghe03G05290			Ghe10G15700	Ghe07G10740	Ghe06G22640		Ghe04G20830				GheUnG03860	GheUnG15290		Ghe12G22380	Ghe07G02610	
Ghe01G00140	Ghe01G01900	Ghe01G04320	Ghe01G02500	Ghe03G09680	Ghe01G02840	Ghe01G02330	Ghe01G11460	Ghe01G04360	Ghe03G09680	Ghe01G07810	Ghe01G02840	Ghe04G20990	Ghe05G29620		Ghe03G09680	Ghe06G05250	Ghe04G06090	Ghe02G21460	Ghe05G08230	Ghe11G07400	Ghe11G24160	Ghe08G19280	Ghe01G23350	Ghe08G01960							Ghe07G02610		Ghe11G12600	Ghe04G07150	Ghe05G23210	Ghe11G35970	Ghe06G14220	Ghe02G05610	Ghe03G06670			Ghe11G16820	Ghe07G13320	Ghe07G01500		Ghe05G00980							Ghe13G17950	Ghe07G22060	
Ghe01G00150	Ghe01G02280	Ghe01G04640	Ghe01G02520	Ghe03G17660	Ghe01G03060	Ghe01G02480	Ghe01G11470	Ghe01G04370	Ghe03G17660	Ghe01G08280	Ghe01G03080	Ghe07G05490	Ghe05G45280		Ghe03G17660	Ghe06G16240	Ghe04G10260	Ghe03G02300	Ghe05G17410	Ghe11G08350	Ghe11G34750	Ghe11G06410	Ghe01G24790	Ghe08G03780							Ghe07G22060		Ghe11G40030	Ghe04G10020	Ghe05G27020	Ghe12G29840	Ghe09G00040	Ghe02G06130	Ghe03G06690			Ghe11G26030	Ghe07G20360	Ghe07G21140		Ghe05G23390							Ghe13G28080	Ghe07G26100	
Ghe01G00170	Ghe01G02290	Ghe01G04980	Ghe01G02740	Ghe03G23560	Ghe01G03080	Ghe01G02500	Ghe01G11560	Ghe01G04710	Ghe03G23560	Ghe01G09420	Ghe01G03090	Ghe07G05690	Ghe06G09020		Ghe03G23560	Ghe06G25320	Ghe04G11720	Ghe03G02350	Ghe05G19540	Ghe12G04440	Ghe13G03380	Ghe11G06550	Ghe01G26120	Ghe08G08770							Ghe07G26100		Ghe12G16700	Ghe04G12560	Ghe05G29650	GheUnG02130	Ghe09G00360	Ghe02G09000	Ghe03G12480			Ghe11G33860	Ghe07G26850	Ghe07G21160		Ghe05G26990								Ghe08G01980	
Ghe01G00180	Ghe01G02320	Ghe01G06750	Ghe01G02840	Ghe03G28320	Ghe01G03300	Ghe01G02520	Ghe01G11700	Ghe01G05780	Ghe03G28320	Ghe01G09670	Ghe01G03710	Ghe07G08980	Ghe06G14220		Ghe03G28320	Ghe06G25330	Ghe04G18610	Ghe03G02820	Ghe06G07110	Ghe13G00900	Ghe13G24170	Ghe11G25620	Ghe01G26780	Ghe08G16020							Ghe08G01980		Ghe12G24890	Ghe05G09370	Ghe05G32930		Ghe09G22040	Ghe02G15840	Ghe04G04640			Ghe13G01980	Ghe08G05780	Ghe07G25140		Ghe05G30010								Ghe08G02490	
Ghe01G00190	Ghe01G02330	Ghe01G07020	Ghe01G03060	Ghe03G31110	Ghe01G03410	Ghe01G02740	Ghe01G11850	Ghe01G05840	Ghe03G31110	Ghe01G09700	Ghe01G03730	Ghe07G15560	Ghe07G04920		Ghe03G31110	Ghe06G25340	Ghe04G19700	Ghe03G11200	Ghe06G27930	Ghe13G26520		Ghe12G00160	Ghe01G26920	Ghe09G03840							Ghe08G02490		Ghe12G27220	Ghe05G13990	Ghe07G17090		Ghe09G29120	Ghe02G16180	Ghe04G07910			Ghe13G09380	Ghe08G08260	Ghe07G27640		Ghe06G08070								Ghe08G03730	
Ghe01G00200	Ghe01G02430	Ghe01G07370	Ghe01G03080	Ghe04G00680	Ghe01G03500	Ghe01G02840	Ghe01G11870	Ghe01G05970	Ghe04G00680	Ghe01G09800	Ghe01G04010	Ghe08G20060	Ghe08G26920		Ghe04G00680	Ghe07G12310	Ghe05G15900	Ghe03G12940	Ghe07G02500	Ghe13G30610		Ghe12G08090	Ghe01G27290	Ghe09G11720							Ghe08G03730		Ghe12G28200	Ghe05G16950	Ghe07G29190		Ghe10G06660	Ghe02G17020	Ghe04G08410			Ghe13G19320	Ghe11G15530	Ghe08G24750		Ghe06G11380								Ghe08G31300	
Ghe01G00210	Ghe01G02480	Ghe01G07810	Ghe01G03090	Ghe04G06090	Ghe01G03710	Ghe01G03080	Ghe01G12740	Ghe01G06130	Ghe04G06090	Ghe01G11460	Ghe01G04360	Ghe08G23130	Ghe08G29680		Ghe04G06090	Ghe08G26550	Ghe05G17500	Ghe03G12950	Ghe07G06050			Ghe12G23710	Ghe01G27400	Ghe09G16150							Ghe08G31300		Ghe13G08320	Ghe05G20750	Ghe08G00690		Ghe10G12440	Ghe02G22410	Ghe04G20270				Ghe11G16860	Ghe09G15450		Ghe06G14870								Ghe09G12160	
Ghe01G00220	Ghe01G02500	Ghe01G08020	Ghe01G03710	Ghe04G10260	Ghe01G04320	Ghe01G03090	Ghe01G12850	Ghe01G06150	Ghe04G10260	Ghe01G11850	Ghe01G04370	Ghe09G31020	Ghe09G00040		Ghe04G10260	Ghe08G26690	Ghe05G18740	Ghe04G01500	Ghe07G11800			Ghe13G30440	Ghe01G27800	Ghe09G20370							Ghe09G12160		Ghe13G09890	Ghe05G23210	Ghe08G01390		Ghe12G20220	Ghe03G01460	Ghe05G03550				Ghe11G27490	Ghe10G01790		Ghe06G28090								Ghe09G24860	
Ghe01G00230	Ghe01G02520	Ghe01G08280	Ghe01G03730	Ghe04G11720	Ghe01G04360	Ghe01G03470	Ghe01G13370	Ghe01G06230	Ghe04G11720	Ghe01G11870	Ghe01G04710	Ghe11G12600	Ghe09G29120		Ghe04G11720	Ghe08G26980	Ghe05G23280	Ghe04G05740	Ghe07G17650			Ghe13G30450	Ghe01G28610	Ghe09G26790							Ghe09G24860		GheUnG02590	Ghe05G27020	Ghe08G10410		Ghe13G08660	Ghe03G02940	Ghe05G04240				Ghe12G19780	Ghe10G04160		Ghe07G06230								Ghe09G29130	
Ghe01G00240	Ghe01G02740	Ghe01G09420	Ghe01G04010	Ghe04G18610	Ghe01G04370	Ghe01G03500	Ghe01G14170	Ghe01G07820	Ghe04G18610	Ghe01G13360	Ghe01G05590	Ghe11G40030	Ghe10G06660		Ghe04G18610	Ghe08G31440	Ghe05G31350	Ghe04G10750	Ghe07G21030				Ghe01G29210	Ghe10G06530							Ghe09G29130		GheUnG11800	Ghe05G29650	Ghe08G12120		Ghe13G26350	Ghe03G03950	Ghe05G08660				Ghe12G23140	Ghe10G08670		Ghe07G10300								Ghe10G11510	
Ghe01G00250	Ghe01G02840	Ghe01G09670	Ghe01G04360	Ghe04G19700	Ghe01G04640	Ghe01G03710	Ghe01G14410	Ghe01G07830	Ghe04G19700	Ghe01G14410	Ghe01G05780	Ghe12G16700	Ghe10G08710		Ghe04G19700	Ghe09G10770	Ghe05G44260	Ghe05G03110	Ghe07G22730				Ghe02G04410	Ghe10G06960							Ghe10G11510			Ghe05G32930	Ghe08G13610		GheUnG03070	Ghe03G06820	Ghe05G09430				Ghe13G02750	Ghe10G32100		Ghe07G15780								Ghe10G13330	
Ghe01G00260	Ghe01G03060	Ghe01G09700	Ghe01G04370	Ghe05G03070	Ghe01G04710	Ghe01G03730	Ghe01G18250	Ghe01G07960	Ghe05G03070	Ghe01G17400	Ghe01G05840	Ghe12G24890	Ghe10G12440		Ghe05G03070	Ghe09G17370	Ghe06G04160	Ghe05G04760	Ghe07G27570				Ghe02G05220	Ghe10G25990							Ghe10G13330			Ghe05G40050	Ghe08G19590		GheUnG16720	Ghe03G13240	Ghe05G12800				Ghe13G17640	Ghe11G21500		Ghe07G16790								Ghe10G33030	
Ghe01G00270	Ghe01G03080	Ghe01G09800	Ghe01G04710	Ghe05G03300	Ghe01G05780	Ghe01G03940	Ghe01G18840	Ghe01G08130	Ghe05G03300	Ghe01G20220	Ghe01G05970	Ghe12G27220	Ghe11G42370		Ghe05G03300	Ghe09G29380	Ghe06G06770	Ghe05G08230	Ghe08G01000				Ghe02G05610	Ghe10G32950							Ghe10G33030			Ghe06G01490	Ghe08G28630			Ghe03G13840	Ghe05G13980					Ghe13G26210		Ghe07G22420								Ghe11G16370	
Ghe01G00280	Ghe01G03090	Ghe01G11460	Ghe01G05590	Ghe05G10790	Ghe01G05840	Ghe01G04010	Ghe01G20320	Ghe01G08150	Ghe05G10790	Ghe01G21060	Ghe01G06130	Ghe12G28200	Ghe12G20220		Ghe05G10790	Ghe10G01460	Ghe06G16890	Ghe05G09090	Ghe08G05660				Ghe02G06050	Ghe11G18150							Ghe11G16370			Ghe06G27150	Ghe09G06110			Ghe03G18510	Ghe05G15510					Ghe13G26220		Ghe08G01960								Ghe11G30010	
Ghe01G00290	Ghe01G03300	Ghe01G11470	Ghe01G05780	Ghe05G15900	Ghe01G05970	Ghe01G04360	Ghe01G22650	Ghe01G08200	Ghe05G15900	Ghe01G21890	Ghe01G06150	Ghe13G08320	Ghe13G26350		Ghe05G15900	Ghe10G05720	Ghe06G21070	Ghe05G10480	Ghe08G09540				Ghe02G07540	Ghe11G18270							Ghe11G30010			Ghe07G17090	Ghe10G19660			Ghe03G22150	Ghe05G16240							Ghe08G08770								Ghe12G05880	
Ghe01G00300	Ghe01G03410	Ghe01G11560	Ghe01G05840	Ghe05G17500	Ghe01G06130	Ghe01G04370	Ghe01G23330	Ghe01G08510	Ghe05G17500	Ghe01G23330	Ghe01G06160	Ghe13G09890	GheUnG03070		Ghe05G17500	Ghe10G06670	Ghe07G07310	Ghe05G10490	Ghe08G12670				Ghe02G07860	Ghe11G25280							Ghe12G05880			Ghe07G29190	Ghe11G02020			Ghe04G02340	Ghe05G18160							Ghe08G16020								Ghe12G31740	
Ghe01G00310	Ghe01G03470	Ghe01G11700	Ghe01G05970	Ghe05G18740	Ghe01G06150	Ghe01G04640	Ghe01G23350	Ghe01G08900	Ghe05G18740	Ghe01G23420	Ghe01G06230	GheUnG02590			Ghe05G18740	Ghe10G11420	Ghe07G21630	Ghe05G17410	Ghe08G17890				Ghe02G08850	Ghe11G28500							Ghe12G31740			Ghe08G00690	Ghe11G26650			Ghe04G04260	Ghe05G26830							Ghe08G16980								GheUnG01870	
Ghe01G00320	Ghe01G03500	Ghe01G11850	Ghe01G06130	Ghe05G23280	Ghe01G06230	Ghe01G04710	Ghe01G24720	Ghe01G08920	Ghe05G23280	Ghe01G24790	Ghe01G07170	GheUnG11800			Ghe05G23280	Ghe11G19010	Ghe08G18150	Ghe05G19540	Ghe08G22690				Ghe02G09000	Ghe11G28830							GheUnG01870			Ghe08G01390	Ghe13G00070			Ghe04G04680	Ghe05G34180							Ghe08G28590								GheUnG15600	
Ghe01G00330	Ghe01G03710	Ghe01G11870	Ghe01G06150	Ghe05G24220	Ghe01G07020	Ghe01G04980	Ghe01G24790	Ghe01G08980	Ghe05G24220	Ghe01G24820	Ghe01G07820	Ghe01G04980			Ghe05G24220	Ghe11G28450	Ghe08G27070	Ghe05G26960	Ghe09G07850				Ghe02G10270	Ghe11G32060							GheUnG15600			Ghe08G10410	Ghe13G13060			Ghe04G05930	Ghe05G37620							Ghe09G03280									
Ghe01G00340	Ghe01G03730	Ghe01G12740	Ghe01G06160	Ghe05G30270	Ghe01G07820	Ghe01G05590	Ghe01G25670	Ghe01G09410	Ghe05G30270	Ghe01G26920	Ghe01G07830	Ghe01G07810			Ghe05G30270	Ghe11G44290	Ghe09G17790	Ghe05G26970	Ghe09G13920				Ghe02G12560	Ghe11G43240										Ghe08G12120	Ghe13G20540			Ghe04G09700	Ghe05G45660							Ghe09G03840									
Ghe01G00350	Ghe01G03940	Ghe01G12850	Ghe01G06230	Ghe05G31350	Ghe01G07830	Ghe01G05780	Ghe01G26120	Ghe01G09450	Ghe05G31350	Ghe01G28720	Ghe01G07940	Ghe01G09420			Ghe05G31350	Ghe12G29870	Ghe09G25970	Ghe06G07110	Ghe09G14600				Ghe02G12840	Ghe12G20910										Ghe08G13610	Ghe13G21960			Ghe04G10460	Ghe06G16230							Ghe09G19630									
Ghe01G00360	Ghe01G04010	Ghe01G13360	Ghe01G07170	Ghe05G44260	Ghe01G07960	Ghe01G05840	Ghe01G26340	Ghe01G09690	Ghe05G44260	Ghe01G28900	Ghe01G07960	Ghe01G24820			Ghe05G44260	Ghe13G10650	Ghe09G29320	Ghe06G08720	Ghe09G17040				Ghe02G14180	Ghe13G06890										Ghe08G19590	GheUnG13480			Ghe04G13740	Ghe06G19370							Ghe09G20370									
Ghe01G00370	Ghe01G04320	Ghe01G13370	Ghe01G07820	Ghe06G01150	Ghe01G08020	Ghe01G05970	Ghe01G26780	Ghe01G09890	Ghe06G01150	Ghe02G01150	Ghe01G08130	Ghe01G28720			Ghe06G01150	Ghe13G14410	Ghe10G04630	Ghe06G15340	Ghe09G29310				Ghe02G19200	Ghe13G20160										Ghe08G28630				Ghe04G14880	Ghe06G20700							Ghe10G06200									
Ghe01G00380	Ghe01G04360	Ghe01G14170	Ghe01G07830	Ghe06G04160	Ghe01G08130	Ghe01G06130	Ghe01G26920	Ghe01G10500	Ghe06G04160	Ghe02G02080	Ghe01G08150	Ghe02G01150			Ghe06G04160	Ghe13G16920	Ghe10G09980	Ghe06G24890	Ghe09G30500				Ghe02G19300	GheUnG03860										Ghe09G05910				Ghe04G16000	Ghe06G22640							Ghe10G07470									
Ghe01G00390	Ghe01G04370	Ghe01G14410	Ghe01G07940	Ghe06G05250	Ghe01G08150	Ghe01G06150	Ghe01G27290	Ghe01G10680	Ghe06G05250	Ghe02G02130	Ghe01G08200	Ghe03G08380			Ghe06G05250	Ghe13G19850	Ghe10G13700	Ghe06G25630	Ghe10G10520				Ghe02G22100											Ghe09G06110				Ghe04G18070	Ghe07G01500							Ghe10G16910									
Ghe01G00400	Ghe01G04640	Ghe01G17400	Ghe01G07960	Ghe06G06770	Ghe01G08200	Ghe01G06160	Ghe01G27400	Ghe01G10750	Ghe06G06770	Ghe02G03080	Ghe01G08520	Ghe03G14220			Ghe06G06770	Ghe13G19960	Ghe10G16150	Ghe06G26010	Ghe10G10540				Ghe03G01740											Ghe10G07170				Ghe04G19190	Ghe07G01700							Ghe10G25990									
